noodle1.ariba.test,00:0c:29:1f:00:ab,192.168.200.0/24
noodle2.ariba.test,00:0c:29:1e:f1:1d,192.168.200.0/24
noodle3.ariba.test,00:0c:29:d2:8f:36,192.168.200.0/24
